id,label,project,refactor,method,source class,target class,url
2182,1,apache/flink,"Move Method	protected waitUntilCondition(condition SupplierWithException<Boolean,Exception>, timeout Deadline) : void from class org.apache.flink.yarn.YarnTestBase to public waitUntilCondition(condition SupplierWithException<Boolean,Exception>, timeout Deadline) : void from class org.apache.flink.runtime.testutils.CommonTestUtils",waitUntilCondition,org.apache.flink.yarn.YarnTestBase,org.apache.flink.runtime.testutils.CommonTestUtils,https://github.com/apache/flink/commit/91d2d384543ea13c7b37a651c0df4647475f1aa0
23630,2,SonarSource/sonarqube,"Move Method	public parseAsCsv(key String, value String) : String[] from class org.sonar.scanner.config.DefaultConfiguration to public parseAsCsv(key String, value String, valueProcessor Function<String,String>) : String[] from class org.sonar.core.config.MultivalueProperty",parseAsCsv,org.sonar.scanner.config.DefaultConfiguration,org.sonar.core.config.MultivalueProperty,https://github.com/SonarSource/sonarqube/commit/caf4144f98ff834c8fd19ab5d0c5379fa05e32f7
18530,0,oracle/graal,"Move And Rename Method	protected fromLLVMFunctionDescriptor(fd LLVMFunctionDescriptor, toNative LLVMToNativeNode) : double from class com.oracle.truffle.llvm.runtime.interop.convert.ToDouble to protected doOther(pointer LLVMManagedPointer, toNative LLVMToNativeNode) : TruffleObject from class com.oracle.truffle.llvm.runtime.interop.nfi.LLVMNativeConvertNode.FunctionToNative",fromLLVMFunctionDescriptor,com.oracle.truffle.llvm.runtime.interop.convert.ToDouble,com.oracle.truffle.llvm.runtime.interop.nfi.LLVMNativeConvertNode.FunctionToNative,https///github.com/oracle/graal/commit/69d4966ba7ef7e3a92e927bd12c8863afe10df23
13363,1,apache/camel,"Move And Rename Method	public createDoneName(fileName String) : String from class org.apache.camel.component.file.GenericFileProducer to protected createDoneFileName(fileName String) : String from class org.apache.camel.component.file.GenericFileEndpoint",createDoneName,org.apache.camel.component.file.GenericFileProducer,org.apache.camel.component.file.GenericFileEndpoint,https://github.com/apache/camel/commit/0e62db123a309ea005d117abff899d0052c51dea
24533,2,AsyncHttpClient/async-http-client,"Move And Rename Method	public sendBody(channel Channel, body Body, future NettyResponseFuture<?>) : void from class org.asynchttpclient.providers.netty.request.NettyRequestSender to public write(channel Channel, future NettyResponseFuture<?>, config AsyncHttpClientConfig) : void from class org.asynchttpclient.providers.netty.request.body.NettyBodyBody",sendBody,org.asynchttpclient.providers.netty.request.NettyRequestSender,org.asynchttpclient.providers.netty.request.body.NettyBodyBody,https://github.com/AsyncHttpClient/async-http-client/commit/33669cb3b3b1510e0bef3f6ba32154a6ebc9f8d3
28077,2,apache/groovy,"Move Method	public getZoneId(self Calendar) : ZoneId from class org.codehaus.groovy.runtime.DateGroovyMethods to public getZoneId(self Calendar) : ZoneId from class org.apache.groovy.datetime.extensions.DateTimeExtensions",getZoneId,org.codehaus.groovy.runtime.DateGroovyMethods,org.apache.groovy.datetime.extensions.DateTimeExtensions,https://github.com/apache/groovy/commit/6d32a16c4c9412366d77f40b6eeb8b77bfccba6f
18605,1,oracle/graal,"Move Method	private instantiateAggregate(type LLVMDebugType, baseOffset long, value LLVMDebugValueProvider) : LLVMDebugObject from class com.oracle.truffle.llvm.nodes.intrinsics.llvm.debug.LLVMDebugDeclaration to private instantiateAggregate(type LLVMDebugType, baseOffset long, value LLVMDebugValueProvider) : LLVMDebugObject from class com.oracle.truffle.llvm.runtime.debug.LLVMDebugObject",instantiateAggregate,com.oracle.truffle.llvm.nodes.intrinsics.llvm.debug.LLVMDebugDeclaration,com.oracle.truffle.llvm.runtime.debug.LLVMDebugObject,https///github.com/oracle/graal/commit/e8d049d2fa70110bc239e05460b5b8d103cceb64
20596,2,keycloak/keycloak,"Move Method	public updateCredential(user UserModel, cred UserCredentialModel) : void from class org.keycloak.models.mongo.keycloak.adapters.RealmAdapter to public updateCredential(cred UserCredentialModel) : void from class org.keycloak.models.mongo.keycloak.adapters.UserAdapter",updateCredential,org.keycloak.models.mongo.keycloak.adapters.RealmAdapter,org.keycloak.models.mongo.keycloak.adapters.UserAdapter,https://github.com/keycloak/keycloak/commit/2f3c8bf079283d7408c16a1bbe62d3eebfaeed2f
20674,1,antlr/antlr4,"Move Method	public getLine() : int from class org.antlr.v4.runtime.CharStream to public getLine() : int from class org.antlr.v4.runtime.TokenSource",getLine,org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.TokenSource,https://github.com/antlr/antlr4/commit/783f1bc38f6d8b440a5ad4777a7c761dd53d30ab
28284,2,apache/hbase,"Move And Rename Method	public dumpRowLock(hrs HRegionServer, out PrintWriter) : void from class org.apache.hadoop.hbase.regionserver.RSDumpServlet to public dumpRowLocks(out PrintWriter) : void from class org.apache.hadoop.hbase.regionserver.HRegionServer",dumpRowLock,org.apache.hadoop.hbase.regionserver.RSDumpServlet,org.apache.hadoop.hbase.regionserver.HRegionServer,https://github.com/apache/hbase/commit/17193dae586daeedba0e45bdf99d442ecc3ef94e
14020,1,rstudio/rstudio,"Move Method	public zoteroUseBetterBibtex() : PrefValue<Boolean> from class org.rstudio.studio.client.workbench.prefs.model.UserPrefsAccessor to public zoteroUseBetterBibtex() : PrefValue<Boolean> from class org.rstudio.studio.client.workbench.prefs.model.UserStateAccessor",zoteroUseBetterBibtex,org.rstudio.studio.client.workbench.prefs.model.UserPrefsAccessor,org.rstudio.studio.client.workbench.prefs.model.UserStateAccessor,https://github.com/rstudio/rstudio/commit/18df34579d140228a29f069fca392bb63c7c68a8
4787,1,apache/hadoop,"Move And Rename Method	private addLeafQueueStateIfNotExists(leafQueue LeafQueue) : boolean from class org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.queuemanagement.GuaranteedOrZeroCapacityOverTimePolicy to public createLeafQueueStateIfNotExists(leafQueue LeafQueue, partition String) : boolean from class org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.queuemanagement.GuaranteedOrZeroCapacityOverTimePolicy.LeafQueueState",addLeafQueueStateIfNotExists,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.queuemanagement.GuaranteedOrZeroCapacityOverTimePolicy,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.queuemanagement.GuaranteedOrZeroCapacityOverTimePolicy.LeafQueueState,https://github.com/apache/hadoop/commit/821b0de4c59156d4a65112de03ba3e7e1c88e309
29899,2,dreamhead/moco,"Move Method	private toInputStream(file File) : FileInputStream from class com.github.dreamhead.moco.runner.RunnerFactory to private toInputStream(file File) : FileInputStream from class com.github.dreamhead.moco.runner.FileRunner",toInputStream,com.github.dreamhead.moco.runner.RunnerFactory,com.github.dreamhead.moco.runner.FileRunner,https://github.com/dreamhead/moco/commit/8ee8b7ecd1647fd161fd9248728432d1fef80d14
28227,2,orientechnologies/orientdb,"Move Method	public toJSON(command String, iPar1 String) : String from class com.orientechnologies.common.profiler.OProfilerMBean to public toJSON(command String, iPar1 String) : String from class com.orientechnologies.common.profiler.OProfiler",toJSON,com.orientechnologies.common.profiler.OProfilerMBean,com.orientechnologies.common.profiler.OProfiler,https://github.com/orientechnologies/orientdb/commit/602b4f61cbd1af53d5c980ac06691c58c41232b3
1247,1,dbeaver/dbeaver,"Move Method	private makeContext(node DBNNode) : JexlContext from class org.jkiss.dbeaver.model.navigator.meta.DBXTreeNode to public makeContext(node DBNNode) : JexlContext from class org.jkiss.dbeaver.model.navigator.DBNUtils",makeContext,org.jkiss.dbeaver.model.navigator.meta.DBXTreeNode,org.jkiss.dbeaver.model.navigator.DBNUtils,https://github.com/dbeaver/dbeaver/commit/b5b3484e3aa1e5f7895662d775573960183571d5
8368,1,google/closure-compiler,"Move Method	private isUnsafelyReassigned(name Name) : boolean from class com.google.javascript.jscomp.InlineAndCollapseProperties.AggressiveInlineAliases to private isUnsafelyReassigned(name Name) : boolean from class com.google.javascript.jscomp.InlineAndCollapseProperties",isUnsafelyReassigned,com.google.javascript.jscomp.InlineAndCollapseProperties.AggressiveInlineAliases,com.google.javascript.jscomp.InlineAndCollapseProperties,https://github.com/google/closure-compiler/commit/3e15311265f706510a22bc5227c7a8d778e6d3e8
11279,1,opensearch-project/OpenSearch,"Move Method	private acquireLock(uid BytesRef) : Releasable from class org.elasticsearch.index.engine.InternalEngine to package acquireLock(uid BytesRef) : Releasable from class org.elasticsearch.index.engine.LiveVersionMap",acquireLock,org.elasticsearch.index.engine.InternalEngine,org.elasticsearch.index.engine.LiveVersionMap,https://github.com/opensearch-project/OpenSearch/commit/0779af6dd2044895e0c39b686592f00bd8164de8
24079,2,google/closure-compiler,"Move Method	private findFunctionDefinition(wantedMethodName String) : CodeSubTree from class com.google.javascript.jscomp.RewriteAsyncIterationTest to public findFunctionDefinition(compiler AbstractCompiler, wantedMethodName String) : CodeSubTree from class com.google.javascript.jscomp.testing.CodeSubTree",findFunctionDefinition,com.google.javascript.jscomp.RewriteAsyncIterationTest,com.google.javascript.jscomp.testing.CodeSubTree,https://github.com/google/closure-compiler/commit/98ad195e5e934847f20aa9ac8e14fcf27c979420
10620,1,flowable/flowable-engine,"Move Method	protected getTaskLogEntryEntityManager() : TaskLogEntryEntityManager from class org.flowable.task.service.impl.TaskServiceImpl to protected getTaskLogEntryEntityManager() : TaskLogEntryEntityManager from class org.flowable.task.service.impl.HistoricTaskServiceImpl",getTaskLogEntryEntityManager,org.flowable.task.service.impl.TaskServiceImpl,org.flowable.task.service.impl.HistoricTaskServiceImpl,https://github.com/flowable/flowable-engine/commit/e9dbe19cd595209e9acaab7032bc414713e485ea
19841,2,openjdk/jdk,"Move Method	public loadEmpty(method MethodVisitor) : Type from class jdk.nashorn.internal.codegen.types.NumberType to public loadEmpty(method MethodVisitor) : Type from class jdk.nashorn.internal.codegen.types.Type",loadEmpty,jdk.nashorn.internal.codegen.types.NumberType,jdk.nashorn.internal.codegen.types.Type,https://github.com/openjdk/jdk/commit/a2c222ef34ae4ab6ebf978a960d9eaacf1cb6460
17002,1,signalapp/Signal-Android,"Move And Rename Method	private getIndividualRecipientDetails(settings RecipientSettings) : RecipientDetails from class org.thoughtcrime.securesms.recipients.LiveRecipient to public forIndividual(context Context, settings RecipientSettings) : RecipientDetails from class org.thoughtcrime.securesms.recipients.RecipientDetails",getIndividualRecipientDetails,org.thoughtcrime.securesms.recipients.LiveRecipient,org.thoughtcrime.securesms.recipients.RecipientDetails,https://github.com/signalapp/Signal-Android/commit/c877aba09f7a374575dce54a1354a3293d1e3af7
23390,2,apache/cassandra,"Move Method	private forceCompactions(cfs ColumnFamilyStore) : void from class org.apache.cassandra.db.compaction.CompactionsTest to private forceCompactions(cfs ColumnFamilyStore) : void from class org.apache.cassandra.db.compaction.LongCompactionsTest",forceCompactions,org.apache.cassandra.db.compaction.CompactionsTest,org.apache.cassandra.db.compaction.LongCompactionsTest,https://github.com/apache/cassandra/commit/f92fb2241fc2ea5c7fb25ee885337404de3fbb49
5765,1,neo4j/neo4j,"Move Method	private getAnalyzer() : Analyzer from class org.neo4j.kernel.api.impl.fulltext.integrations.bloom.BloomKernelExtension to private getAnalyzer(analyzerClassName String) : Analyzer from class org.neo4j.kernel.api.impl.fulltext.FulltextFactory",getAnalyzer,org.neo4j.kernel.api.impl.fulltext.integrations.bloom.BloomKernelExtension,org.neo4j.kernel.api.impl.fulltext.FulltextFactory,https://github.com/neo4j/neo4j/commit/147a3cca0c9df6801dd01144163c1155619d3cb5
2770,1,oracle/graal,"Move Method	public getByteField(field Field) : byte from class com.oracle.truffle.espresso.runtime.StaticObject to public getByteField(obj StaticObject) : byte from class com.oracle.truffle.espresso.impl.Field",getByteField,com.oracle.truffle.espresso.runtime.StaticObject,com.oracle.truffle.espresso.impl.Field,https///github.com/oracle/graal/commit/e692b532d350c2945c59a5dcef7ad0d6fe9b9945
17675,0,apache/flink,"Move Method	public pointTo(segment MemorySegment, offset int, sizeInBytes int) : void from class org.apache.flink.table.dataformat.BinaryRow to public pointTo(segments MemorySegment[], offset int, sizeInBytes int) : void from class org.apache.flink.table.dataformat.BinaryFormat",pointTo,org.apache.flink.table.dataformat.BinaryRow,org.apache.flink.table.dataformat.BinaryFormat,https://github.com/apache/flink/commit/043540bfd29ff1886c83c71c7b178d1261fa35bd
24251,0,apache/incubator-shenyu,"Move Method	public redisRateLimiter(reactiveRedisTemplate ReactiveRedisTemplate<String,String>) : RedisRateLimiter from class org.dromara.soul.web.configuration.RedisConfiguration to public redisRateLimiter() : RedisRateLimiter from class org.dromara.soul.web.configuration.SoulConfiguration",redisRateLimiter,org.dromara.soul.web.configuration.RedisConfiguration,org.dromara.soul.web.configuration.SoulConfiguration,https://github.com/apache/incubator-shenyu/commit/b9564af385a1cfd04127d145408667bf0a6ada77
18991,2,apache/shardingsphere,"Move And Rename Method	public assertAppendStandardJDBCDataSourceConfiguration() : void from class org.apache.shardingsphere.scaling.core.util.JDBCUtilTest to public assertAppendJDBCParameters() : void from class org.apache.shardingsphere.infra.config.datasource.typed.StandardJDBCDataSourceConfigurationTest",assertAppendStandardJDBCDataSourceConfiguration,org.apache.shardingsphere.scaling.core.util.JDBCUtilTest,org.apache.shardingsphere.infra.config.datasource.typed.StandardJDBCDataSourceConfigurationTest,https://github.com/apache/shardingsphere/commit/d40bd47fe48f9fc657f9ab29c23b1f9518d481a5
16158,2,google/guava,"Move Method	public isEmpty() : boolean from class com.google.common.collect.ConcurrentHashMultiset.EntrySet to public isEmpty() : boolean from class com.google.common.collect.ConcurrentHashMultiset",isEmpty,com.google.common.collect.ConcurrentHashMultiset.EntrySet,com.google.common.collect.ConcurrentHashMultiset,https://github.com/google/guava/commit/872769250cb5c39afe834d5cdc12de4e8e656646
23694,2,SonarSource/sonarqube,"Move And Rename Method	public request_fails_when_attempting_to_delete_Default_Organization_by_uuid() : void from class org.sonar.server.organization.ws.DeleteActionTest to public request_fails_if_key_is_missing() : void from class org.sonar.server.organization.ws.UpdateActionTest",request_fails_when_attempting_to_delete_Default_Organization_by_uuid,org.sonar.server.organization.ws.DeleteActionTest,org.sonar.server.organization.ws.UpdateActionTest,https://github.com/SonarSource/sonarqube/commit/490fb33ae2d1fccc2e0f573073a2b5eb558cb5b0
18947,1,oracle/graal,"Move Method	public setFirstLirInstructionId(firstLirInstructionId int) : void from class com.sun.c1x.ir.BlockBegin to public setFirstLirInstructionId(firstLirInstructionId int) : void from class com.sun.c1x.lir.LIRBlock",setFirstLirInstructionId,com.sun.c1x.ir.BlockBegin,com.sun.c1x.lir.LIRBlock,https///github.com/oracle/graal/commit/7b7ffb10d8c72a8acfbfebe3c0d5eb3d43acb16c
9150,1,google/error-prone,"Move And Rename Method	private necessary(expression ExpressionTree) : boolean from class com.google.errorprone.bugpatterns.MathRoundIntLong to public requiresParentheses(expression ExpressionTree) : boolean from class com.google.errorprone.util.ASTHelpers",necessary,com.google.errorprone.bugpatterns.MathRoundIntLong,com.google.errorprone.util.ASTHelpers,https://github.com/google/error-prone/commit/28547e8b8522f0bba91168410a339ea7c174f52f
15052,1,LWJGL/lwjgl3,"Move And Rename Method	public memEncodeUTF8(text CharSequence, nullTerminated boolean, stack MemoryStack) : ByteBuffer from class org.lwjgl.system.MemoryUtil to public UTF8(text CharSequence, nullTerminated boolean) : ByteBuffer from class org.lwjgl.system.MemoryStack",memEncodeUTF8,org.lwjgl.system.MemoryUtil,org.lwjgl.system.MemoryStack,https://github.com/LWJGL/lwjgl3/commit/e0957e621e8568846e2eebefc5429a633d169409
26824,1,opensearch-project/OpenSearch,"Move Method	public uid() : Term from class org.elasticsearch.index.engine.Engine.Delete to public uid() : Term from class org.elasticsearch.index.engine.Engine.Operation",uid,org.elasticsearch.index.engine.Engine.Delete,org.elasticsearch.index.engine.Engine.Operation,https://github.com/opensearch-project/OpenSearch/commit/bcb3fab6ac9ef52968f8670a4a55183476663590
1171,1,netty/netty,"Move And Rename Method	package hashCodeAsciiSanitizeAsByte(value char) : int from class io.netty.util.internal.PlatformDependent0 to private hashCodeAsciiSanitizsByte(value char) : int from class io.netty.util.internal.PlatformDependent",hashCodeAsciiSanitizeAsByte,io.netty.util.internal.PlatformDependent0,io.netty.util.internal.PlatformDependent,https://github.com/netty/netty/commit/a7f7d9c8e004aa13801424e6e665b1ec525a822f
15437,2,elastic/elasticsearch,"Move Method	public readFrom(in StreamInput) : void from class org.elasticsearch.action.ActionResponse to public readFrom(in StreamInput) : void from class org.elasticsearch.transport.TransportMessage",readFrom,org.elasticsearch.action.ActionResponse,org.elasticsearch.transport.TransportMessage,https://github.com/elastic/elasticsearch/commit/7895dc9915422a33bb6814ec420c3b068aef4410
977,0,PhilJay/MPAndroidChart,"Move And Rename Method	public makeDataSets(yValues ArrayList<Double[]>) : ArrayList<DataSet> from class com.github.mikephil.charting.data.DataSet to protected generateScatterData(dataSets int, range float, count int) : ChartData from class com.xxmassdeveloper.mpchartexample.fragments.SimpleFragment",makeDataSets,com.github.mikephil.charting.data.DataSet,com.xxmassdeveloper.mpchartexample.fragments.SimpleFragment,https://github.com/PhilJay/MPAndroidChart/commit/e36d69fab63031319949205a806b7b412844c230
4622,0,baomidou/mybatis-plus,"Move Method	public gt(property Property<T,?>, val Object) : QueryWrapper from class com.baomidou.mybatisplus.core.conditions.QueryWrapper to public gt(property Property<T,?>, val Object) : WRAPPER from class com.baomidou.mybatisplus.core.conditions.Wrapper",gt,com.baomidou.mybatisplus.core.conditions.QueryWrapper,com.baomidou.mybatisplus.core.conditions.Wrapper,https://github.com/baomidou/mybatis-plus/commit/df440c43ab5495bf4bb05f6b1ca4b25b1a479f19
3546,1,apache/shardingsphere,"Move Method	private getRouteValues(andCondition AndCondition, parameters List<Object>) : Collection<ListRouteValue> from class org.apache.shardingsphere.core.route.router.sharding.ParsingSQLRouter to private getRouteValues(andCondition AndCondition, parameters List<Object>) : Collection<ListRouteValue> from class org.apache.shardingsphere.core.optimize.engine.sharding.dml.RouteConditionEngine",getRouteValues,org.apache.shardingsphere.core.route.router.sharding.ParsingSQLRouter,org.apache.shardingsphere.core.optimize.engine.sharding.dml.RouteConditionEngine,https://github.com/apache/shardingsphere/commit/4ec517e77c9130d721051155ad96f2f85d4f932f
29644,1,objectbox/objectbox-java,"Move Method	package nativeFindFloats(handle long, cursorHandle long, propertyId int, distinct boolean, enableNull boolean, nullValue float) : float[] from class io.objectbox.query.Query to package nativeFindFloats(handle long, cursorHandle long, propertyId int, distinct boolean, enableNull boolean, nullValue float) : float[] from class io.objectbox.query.PropertyQuery",nativeFindFloats,io.objectbox.query.Query,io.objectbox.query.PropertyQuery,https://github.com/objectbox/objectbox-java/commit/7d600be7f3c1172a9de4c9310be52e51324a7eba
3321,1,apache/shardingsphere,"Move Method	public getUniqueSlotName(connection Connection) : String from class org.apache.shardingsphere.data.pipeline.opengauss.ingest.wal.OpenGaussLogicalReplication to public getUniqueSlotName(connection Connection) : String from class org.apache.shardingsphere.data.pipeline.opengauss.ingest.OpenGaussPositionInitializer",getUniqueSlotName,org.apache.shardingsphere.data.pipeline.opengauss.ingest.wal.OpenGaussLogicalReplication,org.apache.shardingsphere.data.pipeline.opengauss.ingest.OpenGaussPositionInitializer,https://github.com/apache/shardingsphere/commit/5b1172046909b8323c04d99d927ef7f8b5a2853d
27323,2,hazelcast/hazelcast,"Move Method	public getSystemProperty() : String from class com.hazelcast.instance.GroupProperty to public getSystemProperty() : String from class com.hazelcast.instance.HazelcastProperty",getSystemProperty,com.hazelcast.instance.GroupProperty,com.hazelcast.instance.HazelcastProperty,https://github.com/hazelcast/hazelcast/commit/6886e4be7adcf3e8b467706d1c09b267e53e3199
15508,1,elastic/elasticsearch,"Move Method	public getLeaderIndex() : String from class org.elasticsearch.xpack.core.ccr.action.ResumeFollowAction.Request to public getLeaderIndex() : String from class org.elasticsearch.xpack.core.ccr.action.PutFollowAction.Request",getLeaderIndex,org.elasticsearch.xpack.core.ccr.action.ResumeFollowAction.Request,org.elasticsearch.xpack.core.ccr.action.PutFollowAction.Request,https://github.com/elastic/elasticsearch/commit/ed817fb2659d4a4adbe10601886cfcbacd153c7d
8668,1,processing/processing,"Move Method	public initLoader(className String, extraUrls URL[]) : String from class processing.app.contrib.LocalContribution to public initLoader(base Base, className String) : String from class processing.app.contrib.ModeContribution",initLoader,processing.app.contrib.LocalContribution,processing.app.contrib.ModeContribution,https://github.com/processing/processing/commit/9998234df28ce744aa0f289b462e37280ef2692e
19502,1,prestodb/presto,"Move Method	public initializeLogging(debug boolean) : void from class com.facebook.presto.Main to private initializeLogging(debug boolean) : void from class com.facebook.presto.cli.Console",initializeLogging,com.facebook.presto.Main,com.facebook.presto.cli.Console,https://github.com/prestodb/presto/commit/cf19aeca8ddabda3bbd365d13679720cc36045e2
22806,2,facebook/buck,"Move Method	private addXcodeSelectProcess(processMap Map<ProcessExecutorParams,FakeProcess>, xcodeSelectPath String) : void from class com.facebook.buck.core.rules.knowntypes.KnownBuildRuleTypesTest to private addXcodeSelectProcess(processMap Map<ProcessExecutorParams,FakeProcess>, xcodeSelectPath String) : void from class com.facebook.buck.core.rules.knowntypes.KnownBuildRuleTypesTestUtil",addXcodeSelectProcess,com.facebook.buck.core.rules.knowntypes.KnownBuildRuleTypesTest,com.facebook.buck.core.rules.knowntypes.KnownBuildRuleTypesTestUtil,https://github.com/facebook/buck/commit/e48e3cdb6cf158e170cfe963e41f0b4f46e48d98
10717,1,flowable/flowable-engine,"Move Method	public getTaskComments(taskId String) : List<Comment> from class org.activiti.engine.impl.FormServiceImpl to public getTaskComments(taskId String) : List<Comment> from class org.activiti.engine.impl.TaskServiceImpl",getTaskComments,org.activiti.engine.impl.FormServiceImpl,org.activiti.engine.impl.TaskServiceImpl,https://github.com/flowable/flowable-engine/commit/0ae8d9f3b740dff1a82fb8e4d1d0afc8cff1c7a8
8523,1,google/closure-compiler,"Move Method	private newTracer(passName String, isOneTime boolean) : Tracer from class com.google.javascript.jscomp.PhaseOptimizer to private newTracer() : Tracer from class com.google.javascript.jscomp.PhaseOptimizer.NamedPass",newTracer,com.google.javascript.jscomp.PhaseOptimizer,com.google.javascript.jscomp.PhaseOptimizer.NamedPass,https://github.com/google/closure-compiler/commit/6307afb978346e9c575772f5f9df5fd710f1b115
3896,1,prestodb/presto,"Move Method	private getPathDomain(effectivePredicate TupleDomain<HiveColumnHandle>) : Optional<Domain> from class com.facebook.presto.hive.util.InternalHiveSplitFactory to private getPathDomain(domainPredicate TupleDomain<? extends ColumnHandle>) : Optional<Domain> from class com.facebook.presto.hive.HiveSplitManager",getPathDomain,com.facebook.presto.hive.util.InternalHiveSplitFactory,com.facebook.presto.hive.HiveSplitManager,https://github.com/prestodb/presto/commit/99e4cb58b0dbb400aee1ef8970a76786a66a405f
19861,0,openjdk/jdk,"Move Method	private fdLimit() : int from class sun.nio.ch.EPollArrayWrapper to package fdLimit() : int from class sun.nio.ch.IOUtil",fdLimit,sun.nio.ch.EPollArrayWrapper,sun.nio.ch.IOUtil,https://github.com/openjdk/jdk/commit/08c4f120c9bb02d03ccc1c39356279fd08c938f5
26937,2,opensearch-project/OpenSearch,"Move And Rename Method	public getNumberUniqueValues() : long from class org.elasticsearch.index.fielddata.plain.AbstractGeoPointIndexFieldData.Empty to public getMaxOrd() : long from class org.elasticsearch.index.fielddata.plain.IndexIndexFieldData.IndexBytesValues",getNumberUniqueValues,org.elasticsearch.index.fielddata.plain.AbstractGeoPointIndexFieldData.Empty,org.elasticsearch.index.fielddata.plain.IndexIndexFieldData.IndexBytesValues,https://github.com/opensearch-project/OpenSearch/commit/9b02b5061ba17d3ef8004e7f5076182bc1f19845
18175,2,oracle/graal,"Move Method	package buildImpl(sb StringBuilder) : void from class com.oracle.truffle.espresso.processor.builders.JavadocBuilder to package buildImpl(sb IndentingStringBuilder) : void from class com.oracle.truffle.espresso.processor.builders.FieldBuilder",buildImpl,com.oracle.truffle.espresso.processor.builders.JavadocBuilder,com.oracle.truffle.espresso.processor.builders.FieldBuilder,https///github.com/oracle/graal/commit/026a00275f8c874512ed87a5f06e17efdb7045cc
18415,2,oracle/graal,"Move Method	public createDebugValueInit(targetSlot FrameSlot, offsets int[], lengths int[]) : LLVMStatementNode from class com.oracle.truffle.llvm.parser.factories.BasicNodeFactory to public createDebugValueInit(targetSlot FrameSlot, offsets int[], lengths int[]) : LLVMStatementNode from class com.oracle.truffle.llvm.runtime.CommonNodeFactory",createDebugValueInit,com.oracle.truffle.llvm.parser.factories.BasicNodeFactory,com.oracle.truffle.llvm.runtime.CommonNodeFactory,https///github.com/oracle/graal/commit/c373487f6e35da0eae870c9f9eb3b962e8601973
10881,1,ankidroid/Anki-Android,"Move And Rename Method	private bundleStat(stat Stats) : JSONObject from class com.ichi2.anki.SyncClient to public bundleJson() : JSONObject from class com.ichi2.anki.Stats",bundleStat,com.ichi2.anki.SyncClient,com.ichi2.anki.Stats,https://github.com/ankidroid/Anki-Android/commit/a100b1d71caaa176474e7a630972f6679660d8da
1464,1,alibaba/fastjson,"Move Method	public writeAfter(javaBeanDeser SerializeFilterable, object Object, seperator char) : char from class com.alibaba.fastjson.serializer.JSONSerializer to protected writeAfter(jsonBeanDeser JSONSerializer, object Object, seperator char) : char from class com.alibaba.fastjson.serializer.JavaBeanSerializer",writeAfter,com.alibaba.fastjson.serializer.JSONSerializer,com.alibaba.fastjson.serializer.JavaBeanSerializer,https://github.com/alibaba/fastjson/commit/973238feadc788462e2656cb62825e10736fc1e4
20183,1,apache/hadoop,"Move Method	private renameMapOutputForReduce(conf JobConf, mapId TaskAttemptId, subMapOutputFile MapOutputFile) : MapOutputFile from class org.apache.hadoop.mapred.LocalContainerLauncher.EventHandler to protected renameMapOutputForReduce(conf JobConf, mapId TaskAttemptId, subMapOutputFile MapOutputFile) : MapOutputFile from class org.apache.hadoop.mapred.LocalContainerLauncher",renameMapOutputForReduce,org.apache.hadoop.mapred.LocalContainerLauncher.EventHandler,org.apache.hadoop.mapred.LocalContainerLauncher,https://github.com/apache/hadoop/commit/43a12f3c0119555eee919e2b12ecb6c836f05934
10344,1,trinodb/trino,"Move Method	public computeEnforced(predicate TupleDomain<ColumnHandle>, unenforced TupleDomain<ColumnHandle>) : TupleDomain<ColumnHandle> from class io.trino.metadata.TableLayoutResult to public computeEnforced(predicate TupleDomain<ColumnHandle>, unenforced TupleDomain<ColumnHandle>) : TupleDomain<ColumnHandle> from class io.trino.sql.planner.iterative.rule.PushPredicateIntoTableScan",computeEnforced,io.trino.metadata.TableLayoutResult,io.trino.sql.planner.iterative.rule.PushPredicateIntoTableScan,https///github.com/trinodb/trino/commit/220261af09350cdae4d4700d814bb2a48c1564b3
8983,1,apache/tomcat,"Move Method	private closeSocket(socket SocketChannel) : void from class org.apache.tomcat.util.net.NioEndpoint to private closeSocket(socket SocketChannel) : void from class org.apache.tomcat.util.net.NioEndpoint.Acceptor",closeSocket,org.apache.tomcat.util.net.NioEndpoint,org.apache.tomcat.util.net.NioEndpoint.Acceptor,https://github.com/apache/tomcat/commit/09ef061cc2faa4329dbc79d494fbffb04dffc071
23393,2,apache/cassandra,"Move Method	public stop(args String[]) : void from class org.apache.cassandra.thrift.CassandraDaemon to public stop(args String[]) : void from class org.apache.cassandra.service.CassandraDaemon",stop,org.apache.cassandra.thrift.CassandraDaemon,org.apache.cassandra.service.CassandraDaemon,https://github.com/apache/cassandra/commit/6d3a3eed27af0b6dd398da5bdd342d5bbd5340c0
24,1,spring-projects/spring-boot,"Move Method	private determineReason(metadata ConfigurationMetadataProperty) : String from class org.springframework.boot.context.properties.migrator.PropertiesMigrationReport to public determineReason() : String from class org.springframework.boot.context.properties.migrator.PropertyMigration",determineReason,org.springframework.boot.context.properties.migrator.PropertiesMigrationReport,org.springframework.boot.context.properties.migrator.PropertyMigration,https://github.com/spring-projects/spring-boot/commit/4cae2c9c94c273b36eab5e45df528cb4f40a0a1a
